,Title,Title_URL,Info,Number,Address,addax_URL,addax,additionallink_URL,additionallink,categories_URL,categories,proffoption,uiwide,findsimilar,Info1,Info2,Info3,uiwide4,addax_URL5,addax6,addax7,Name,lonLat,x,y
119,The Corner Tea and Coffee House AS,https://proff.no/selskap/the-corner-tea-and-coffee-house-as/oslo/barer-og-puber/IFAI5RW01X8/,Mer info,Org nr 924 636 092,"Skullerudbakken 128, 1188 Oslo",,,https://proff.no/karts%C3%B8k?id=IFAI5RW01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/jui-chu-hsu-allott/-/2166470/,Jui Chu Hsu Allott,(f 1968),,"[10.836523, 59.864251]",10.836523,59.864251
120,Boris Pubs AS,https://proff.no/selskap/boris-pubs-as/oslo/barer-og-puber/IFBZ1K801X8/,Mer info,Org nr 927 103 400,"Wessels gate 1 B, 0165 Oslo",,,https://proff.no/karts%C3%B8k?id=IFBZ1K801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            1' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/borislav-ivelinov-iliev/-/2167713/,Borislav Ivelinov Iliev,(f 1963),,"[10.742838, 59.919969]",10.742838,59.919969
121,Paradise Bar AS,https://proff.no/selskap/paradise-bar-as/oslo/barer-og-puber/IF68C3E01X8/,Mer info,Org nr 917 459 258,"Hesselbergs gate 1 A, 0555 Oslo",tel:90035494,900 35 494,https://proff.no/karts%C3%B8k?id=IF68C3E01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            -3' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/colin-patrick-duignan/-/1862527/,Colin Patrick Duignan,(f 1983),,"[10.759292, 59.927685]",10.759292,59.927685
122,Old Irish Pub Norway AS Avd Rosenkrantzgata,https://proff.no/selskap/old-irish-pub-norway-as-avd-rosenkrantzgata/oslo/barer-og-puber/IF74GQI01X8/,Mer info,Org nr 918 864 776,"Rosenkrantz' gate 7, 0159 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            40
        ",Ansatte,,,,,,,"[10.73951, 59.914691]",10.73951,59.914691
123,Is Companiet AS Avd Stranden,https://proff.no/selskap/is-companiet-as-avd-stranden/oslo/barer-og-puber/IFB2VEY01X8/,Mer info,Org nr 825 573 062,"Stranden 33A, 0250 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            10
        ",Ansatte,,,,,,,"[10.735045, 59.974453]",10.735045,59.974453
124,Steam kaffebar Østbanehallen,https://proff.no/selskap/steam-kaffebar-%C3%B8stbanehallen/oslo/barer-og-puber/IF5PKD801X8/,Mer info,Org nr 986 859 586,"Jernbanetorget 1, 0154 Oslo",tel:47908266,479 08 266,https://proff.no/karts%C3%B8k?id=IF5PKD801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            25
        ",Ansatte,,,,,,Kaffehuset Steam AS avd Østbanehallen,"[10.750737, 59.910875]",10.750737,59.910875
125,Stockfleth AS avd Prinsens Gate,https://proff.no/selskap/stockfleth-as-avd-prinsens-gate/oslo/barer-og-puber/IF7NZ9801X8/,Mer info,Org nr 916 280 572,"Prinsens gate 6, 0152 Oslo",tel:40092364,400 92 364,https://proff.no/karts%C3%B8k?id=IF7NZ9801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            11
        ",Ansatte,,,,,,,"[10.747124, 59.910397]",10.747124,59.910397
126,Stockfleth AS avd Schous Plass,https://proff.no/selskap/stockfleth-as-avd-schous-plass/oslo/barer-og-puber/IF7NZAF01X8/,Mer info,Org nr 916 280 572,"Schous plass 1, 0552 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7NZAF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            16
        ",Ansatte,,,,,,,"[10.759596, 59.921139]",10.759596,59.921139
127,Stockfleth AS avd Arkaden,https://proff.no/selskap/stockfleth-as-avd-arkaden/oslo/barer-og-puber/IF84OTF01X8/,Mer info,Org nr 916 280 572,"Skippergata 29, 0154 Oslo",,,https://proff.no/karts%C3%B8k?id=IF84OTF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            11
        ",Ansatte,,,,,,,"[10.748603, 59.911792]",10.748603,59.911792
128,Stockfleth AS avd Homansbyen,https://proff.no/selskap/stockfleth-as-avd-homansbyen/oslo/barer-og-puber/IF92A8U01X8/,Mer info,Org nr 916 280 572,"Josefines gate 23, 0351 Oslo",,,https://proff.no/karts%C3%B8k?id=IF92A8U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            9
        ",Ansatte,,,,,,,"[10.725904, 59.923094]",10.725904,59.923094
129,Old Irish Pub Norway AS avd Klingenberggata,https://proff.no/selskap/old-irish-pub-norway-as-avd-klingenberggata/oslo/barer-og-puber/IF9T62L01X8/,Mer info,Org nr 918 864 776,"Klingenberggata 5, 0161 Oslo",,,https://proff.no/karts%C3%B8k?id=IF9T62L01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            14
        ",Ansatte,,,,,,,"[10.732172, 59.913608]",10.732172,59.913608
130,Old Irish Pub Norway AS avd Majorstua,https://proff.no/selskap/old-irish-pub-norway-as-avd-majorstua/oslo/barer-og-puber/IF9T5TT01X8/,Mer info,Org nr 918 864 776,"Kirkeveien 64, 0364 Oslo",,,https://proff.no/karts%C3%B8k?id=IF9T5TT01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            56
        ",Ansatte,,,,,,,"[10.71547, 59.929256]",10.71547,59.929256
131,Arkitekturmuseet,https://proff.no/selskap/arkitekturmuseet/oslo/barer-og-puber/IFD5SXZ01X8/,Mer info,Org nr 927 233 533,"Bankplassen 3, 0151 Oslo",,,https://proff.no/karts%C3%B8k?id=IFD5SXZ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            1
        ",Ansatte,,,,,,,"[10.740227, 59.908759]",10.740227,59.908759
132,The Times Bar,https://proff.no/selskap/the-times-bar/oslo/barer-og-puber/IGB74D001X8/,Mer info,Org nr 985 429 847,"Galgeberg 3 A, 0657 Oslo",tel:22677715,22 67 77 15,https://proff.no/karts%C3%B8k?id=IGB74D001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            7
        ",Ansatte,,,,,,,"[10.780588, 59.907574]",10.780588,59.907574
133,UnderBar,https://proff.no/selskap/underbar/oslo/barer-og-puber/IGDG1ZC01X8/,Mer info,Org nr 965 497 633,"Holmens gate 3, 0250 Oslo",tel:22877700,22 87 77 00,https://proff.no/karts%C3%B8k?id=IGDG1ZC01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            11
        ",Ansatte,,,,,,,"[10.726566, 59.910709]",10.726566,59.910709
134,Beer Palace,https://proff.no/selskap/beer-palace/oslo/barer-og-puber/IG2WU6501X8/,Mer info,Org nr 965 497 633,"Holmens gate 3, 0250 Oslo",tel:22837155,22 83 71 55,https://proff.no/karts%C3%B8k?id=IG2WU6501X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            8
        ",Ansatte,,,,,,,"[10.726566, 59.910709]",10.726566,59.910709
135,Steam Kaffebar Eger,https://proff.no/selskap/steam-kaffebar-eger/oslo/barer-og-puber/IGGZY6801X8/,Mer info,Org nr 986 859 586,"Øvre Slottsgate 25, 0157 Oslo",tel:47937474,479 37 474,https://proff.no/karts%C3%B8k?id=IGGZY6801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,,,,,Kaffehuset Steam AS avd Eger Oslo,"[10.742296, 59.913136]",10.742296,59.913136
136,Steam Kaffebar CC Vest,https://proff.no/selskap/steam-kaffebar-cc-vest/oslo/barer-og-puber/IGF93YL01X8/,Mer info,Org nr 986 859 586,"Lilleakerveien 16, 0283 Oslo",tel:92654017,926 54 017,https://proff.no/karts%C3%B8k?id=IGF93YL01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            14
        ",Ansatte,,,,,,Kaffehuset Steam AS avd Oslo,"[10.636047, 59.917405]",10.636047,59.917405
137,Stockfleth Tinghuset,https://proff.no/selskap/stockfleth-tinghuset/oslo/barer-og-puber/IGAIHXF01X8/,Mer info,Org nr 916 280 572,"C. J. Hambros plass 4, 0164 Oslo",tel:40092366,400 92 366,https://proff.no/karts%C3%B8k?id=IGAIHXF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            9
        ",Ansatte,,,,,,Stockfleth AS avd Tinghuset,"[10.741406, 59.915623]",10.741406,59.915623
138,Stockfleth Skippergata,https://proff.no/selskap/stockfleth-skippergata/oslo/barer-og-puber/IGDF52V01X8/,Mer info,Org nr 916 280 572,"Skippergata 9, 0152 Oslo",tel:40092361,400 92 361,https://proff.no/karts%C3%B8k?id=IGDF52V01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            2
        ",Ansatte,,,,,,Stockfleth AS avd Skippergata,"[10.745289, 59.908289]",10.745289,59.908289
139,Stockfleth Gamlebyen,https://proff.no/selskap/stockfleth-gamlebyen/oslo/barer-og-puber/IF2QRW701X8/,Mer info,Org nr 916 280 572,"Munkegata 2, 0656 Oslo",tel:40092367,400 92 367,https://proff.no/karts%C3%B8k?id=IF2QRW701X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            5
        ",Ansatte,,,,,,Stockfleth AS avd Gamlebyen,"[10.768387, 59.908359]",10.768387,59.908359
140,Sio Mat og Drikke AS avd 70 Erik,https://proff.no/selskap/sio-mat-og-drikke-as-avd-70-erik/oslo/barer-og-puber/IGIJBOY01X8/,Mer info,Org nr 960 658 493,"Sognsvannsveien 9, 0372 Oslo",,,https://proff.no/karts%C3%B8k?id=IGIJBOY01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            1
        ",Ansatte,,,,,,,"[10.71496, 59.946859]",10.71496,59.946859
141,Sio Mat og Drikke AS avd 93 Kaffelars,https://proff.no/selskap/sio-mat-og-drikke-as-avd-93-kaffelars/oslo/barer-og-puber/IGH9CUB01X8/,Mer info,Org nr 960 658 493,"Pilestredet 46, 0167 Oslo",,,https://proff.no/karts%C3%B8k?id=IGH9CUB01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            2
        ",Ansatte,,,,,,,Error,E,r
142,Stockfleth Lille Grensen,https://proff.no/selskap/stockfleth-lille-grensen/oslo/barer-og-puber/IGEJXLH01X8/,Mer info,Org nr 916 280 572,"Karl Johans gate 25, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IGEJXLH01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            8
        ",Ansatte,,,,,,Stockfleth AS avd Lille Grensen,"[10.74101, 59.913312]",10.74101,59.913312
143,4 Kopper Nydalen,https://proff.no/selskap/4-kopper-nydalen/oslo/barer-og-puber/IGAQNQ001X8/,Mer info,Org nr 996 697 916,"Nydalsveien 33, 0484 Oslo",,,https://proff.no/karts%C3%B8k?id=IGAQNQ001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,,,,,,"[10.765903, 59.949394]",10.765903,59.949394
144,Sio Mat og Drikke AS avd 96 Andrea Spiseri,https://proff.no/selskap/sio-mat-og-drikke-as-avd-96-andrea-spiseri/oslo/barer-og-puber/IGITBF001X8/,Mer info,Org nr 960 658 493,"Pilestredet 32, 0166 Oslo",,,https://proff.no/karts%C3%B8k?id=IGITBF001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            5
        ",Ansatte,,,,,,,"[10.735783, 59.920072]",10.735783,59.920072
145,Sun Off's Bar ANS,https://proff.no/selskap/sun-offs-bar-ans/oslo/barer-og-puber/IEI676Q01X8/,Mer info,Org nr 877 048 802,"Observatoriegata 2B, 0254 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Daglig leder,https://proff.no/rolle/jo-kvalstad-eckhoff/-/222342/,Jo Kvalstad Eckhoff,(f 1969),,"[10.718577, 59.914253]",10.718577,59.914253
146,Cafe Yamit AS,https://proff.no/selskap/cafe-yamit-as/oslo/barer-og-puber/IF32WG801X8/,Mer info,Org nr 912 166 856,"Dælenenggata 16, 0567 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/mostafa-lyamouri/-/332548/,Mostafa Lyamouri,(f 1965),,"[10.77242, 59.926105]",10.77242,59.926105
147,The Juicery Grunerløkka AS,https://proff.no/selskap/the-juicery-grunerl%C3%B8kka-as/oslo/barer-og-puber/IFBLKJ801X8/,Mer info,Org nr 926 474 804,"Markveien 46A, 0554 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,,,,,,"[10.75793, 59.921431]",10.75793,59.921431
148,Quality Service Souleymane,https://proff.no/selskap/quality-service-souleymane/oslo/barer-og-puber/IFZEEZ501X8/,Mer info,Org nr 966 451 793,"Trondheimsveien 26B, 0560 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Daglig leder,https://proff.no/rolle/hamadjoulde-souleymane/-/159491/,Hamadjoulde Souleymane,(f 1962),,"[10.767068, 59.920339]",10.767068,59.920339
149,Texas Brødre DA,https://proff.no/selskap/texas-br%C3%B8dre-da/oslo/barer-og-puber/IG5MP7C01X8/,Mer info,Org nr 976 915 992,"Tøyengata 12, 0190 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            0
        ",Ansatte,,Daglig leder,https://proff.no/rolle/kadasamy-naranderan/-/241498/,Kadasamy Naranderan,(f 1964),,"[10.76453, 59.912981]",10.76453,59.912981
150,Kaffebar Aqsa Butt,https://proff.no/selskap/kaffebar-aqsa-butt/oslo/barer-og-puber/IG9ELNC01X8/,Mer info,Org nr 983 256 600,"Stockflethsgata 51, 0461 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/aqsa-noreen-butt/-/28211/,Aqsa Noreen Butt,(f 1977),,"[10.735045, 59.974453]",10.735045,59.974453
151,Bitch DA,https://proff.no/selskap/bitch-da/oslo/barer-og-puber/IGBJY6T01X8/,Mer info,Org nr 986 865 365,"Kirkegata 34, 0153 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/andreas-foss-folles%C3%B8/-/11187/,Andreas Foss Follesø,(f 1978),,"[10.745347, 59.911764]",10.745347,59.911764
152,Prima Fila AS,https://proff.no/selskap/prima-fila-as/oslo/barer-og-puber/IGBP8TD01X8/,Mer info,Org nr 987 112 417,"Fridtjof Nansens plass 5, 0160 Oslo",,,,,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Kontaktperson,https://proff.no/rolle/mumtaz-payasli/-/332772/,Mumtaz Payasli,(f 1957),,"[10.734441, 59.913219]",10.734441,59.913219
153,Smultron Hørnan Fazli Fazliji,https://proff.no/selskap/smultron-h%C3%B8rnan-fazli-fazliji/oslo/barer-og-puber/IDGC6XC01X8/,Mer info,Org nr 813 502 992,"Søndre gate 2, 0550 Oslo",tel:41335495,413 35 495,https://proff.no/karts%C3%B8k?id=IDGC6XC01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/fazli-fazliji/-/1662850/,Fazli Fazliji,(f 1989),,"[10.756589, 59.918746]",10.756589,59.918746
154,Baroque,https://proff.no/selskap/baroque/oslo/barer-og-puber/IF2SDQC01X8/,Mer info,Org nr 911 676 036,"Bygdøy allé 5, 0257 Oslo",tel:22448044,22 44 80 44,https://proff.no/karts%C3%B8k?id=IF2SDQC01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/andreas-mortensen/-/1558766/,Andreas Mortensen,(f 1983),Event Norway AS,"[10.716466, 59.915082]",10.716466,59.915082
155,Commandobar AS,https://proff.no/selskap/commandobar-as/oslo/barer-og-puber/IF5DKPK01X8/,Mer info,Org nr 916 024 088,"Badstugata 3, 0181 Oslo",,,https://proff.no/karts%C3%B8k?id=IF5DKPK01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/shea-aidan-martinson/-/1747658/,Shea Aidan Martinson,(f 1990),,"[10.751196, 59.916093]",10.751196,59.916093
156,Ugbaad Internett Café Expresse Khadra Mohamed Abdi,https://proff.no/selskap/ugbaad-internett-caf%C3%A9-expresse-khadra-mohamed-abdi/oslo/barer-og-puber/IF609CG01X8/,Mer info,Org nr 917 082 448,"Hausmanns gate 8 G, 0182 Oslo",tel:90540153,905 40 153,https://proff.no/karts%C3%B8k?id=IF609CG01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/khadra-mohamed-abdi/-/1841326/,Khadra Mohamed Abdi,(f 1992),,"[10.756393, 59.916718]",10.756393,59.916718
157,Løkke-Stu Hege B Fjerdingstad,https://proff.no/selskap/l%C3%B8kke-stu-hege-b-fjerdingstad/oslo/barer-og-puber/IF6GJ0X01X8/,Mer info,Org nr 917 841 489,"Schwensens gate 16 C, 0170 Oslo",,,https://proff.no/karts%C3%B8k?id=IF6GJ0X01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/hege-brincker-fjerdingstad/-/1877714/,Hege Brincker Fjerdingstad,(f 1963),,"[10.7386, 59.924374]",10.7386,59.924374
158,K22 Vinbar AS,https://proff.no/selskap/k22-vinbar-as/oslo/barer-og-puber/IF78CX301X8/,Mer info,Org nr 919 139 943,"Kongens gate 22, 0153 Oslo",,,https://proff.no/karts%C3%B8k?id=IF78CX301X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            0
        ",Daglig leder,https://proff.no/rolle/robin-allan-dall/-/1943566/,Robin Allan Dall,(f 1989),,"[10.743764, 59.911937]",10.743764,59.911937
159,5 Bar AS,https://proff.no/selskap/5-bar-as/oslo/barer-og-puber/IF7O8BL01X8/,Mer info,Org nr 919 880 481,"Økernveien 182, 0580 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7O8BL01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/serveringssteder/I:17842/?q=Serveringssteder,Serveringssteder,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Styrets leder,https://proff.no/rolle/stian-vaagland/-/433415/,Stian Vaagland,(f 1977),,"[10.808573, 59.935915]",10.808573,59.935915
160,Sagene Bar v/Noman Ali,https://proff.no/selskap/sagene-bar-vnoman-ali/oslo/barer-og-puber/IF809F501X8/,Mer info,Org nr 920 441 777,"Bentsegata 1, 0465 Oslo",,,https://proff.no/karts%C3%B8k?id=IF809F501X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Ansatte

            4
        ",Ansatte,,Daglig leder,https://proff.no/rolle/noman-ali/-/1887908/,Noman Ali,(f 1992),,"[10.757136, 59.937869]",10.757136,59.937869
161,Martin Gawlyta,https://proff.no/selskap/martin-gawlyta/oslo/barer-og-puber/IF7LF9K01X8/,Mer info,Org nr 919 749 512,"Skippergata 21 A 0201, 0154 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7LF9K01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/martin-oliwier-gawlyta/-/1999108/,Martin Oliwier Gawlyta,(f 1991),,"[10.747522, 59.910962]",10.747522,59.910962
162,Oslogruppen AS,https://proff.no/selskap/oslogruppen-as/oslo/barer-og-puber/IDKM6DI01X8/,Mer info,Org nr 820 687 302,"Vibes gate 27, 0356 Oslo",,,https://proff.no/karts%C3%B8k?id=IDKM6DI01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/serveringssteder/I:17842/?q=Serveringssteder,Serveringssteder,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,,Kontaktperson,https://proff.no/rolle/mathias-relling-johansen/-/319058/,Mathias Relling Johansen,(f 1985),,"[10.726764, 59.927941]",10.726764,59.927941
163,Syng Pent AS,https://proff.no/selskap/syng-pent-as/oslo/barer-og-puber/IF86REW01X8/,Mer info,Org nr 920 745 032,"Øvre gate 7, 0551 Oslo",,,https://proff.no/karts%C3%B8k?id=IF86REW01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            0' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            19
        ",Daglig leder,https://proff.no/rolle/melissa-apollonia-bord%C3%B8y-erde/-/2366006/,Melissa Apollonia Bordøy Erde,(f 1994),,"[10.755584, 59.919852]",10.755584,59.919852
164,Skjenkestua Studentbar,https://proff.no/selskap/skjenkestua-studentbar/oslo/barer-og-puber/IF8G4WU01X8/,Mer info,Org nr 921 182 430,"Christian Krohgs gate 32, 0186 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8G4WU01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Daglig leder,https://proff.no/rolle/mathias-tollerud/-/1618687/,Mathias Tollerud,(f 1995),,"[10.759912, 59.915944]",10.759912,59.915944
165,Rayan Kaffe Fahma Omar Ali,https://proff.no/selskap/rayan-kaffe-fahma-omar-ali/oslo/barer-og-puber/IF9N04U01X8/,Mer info,Org nr 923 182 446,"Fossumveien 70, 0988 Oslo",tel:95722080,957 22 080,https://proff.no/karts%C3%B8k?id=IF9N04U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,,,,Innehaver,https://proff.no/rolle/fahma-omar-ali/-/1779476/,Fahma Omar Ali,(f 1986),,"[10.922966, 59.962474]",10.922966,59.962474
